,Team,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Opp FG,Opp FGA,Opp FG%,Opp 2P,Opp 2PA,Opp 2P%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Opp PTS,gameid,Win?
1777,east-tennessee-state,200,26,53,0.491,23,39,0.59,3,14,0.214,28,33,0.848,5,29,34,11,7,0,16,18,83,25,63,0.397,13,26,0.5,12,37,0.324,11,15,0.733,9,25,34,12,6,1,15,25,73,1125201731,0
1778,new-mexico,200,21,63,0.333,12,34,0.353,9,29,0.31,14,14,1,10,12,22,12,7,2,13,26,65,24,46,0.522,16,31,0.516,8,15,0.533,24,27,0.889,7,29,36,15,3,6,22,18,80,1125201732,1
1779,maryland,200,24,46,0.522,16,31,0.516,8,15,0.533,24,27,0.889,7,29,36,15,3,6,22,18,80,21,63,0.333,12,34,0.353,9,29,0.31,14,14,1,10,12,22,12,7,2,13,26,65,1125201732,0
1780,southern-new-orleans,200,27,72,0.375,14,35,0.4,13,37,0.351,12,17,0.706,7,21,28,13,7,3,12,23,79,36,75,0.48,27,53,0.509,9,22,0.409,22,31,0.71,21,36,57,20,5,5,16,13,103,1125201733,1
1781,mcneese-state,200,36,75,0.48,27,53,0.509,9,22,0.409,22,31,0.71,21,36,57,20,5,5,16,13,103,27,72,0.375,14,35,0.4,13,37,0.351,12,17,0.706,7,21,28,13,7,3,12,23,79,1125201733,0
1782,north-florida,200,23,59,0.39,15,33,0.455,8,26,0.308,11,12,0.917,7,18,25,10,8,1,19,18,65,33,66,0.5,30,51,0.588,3,15,0.2,17,23,0.739,11,23,34,16,9,1,14,16,86,1125201734,1
1783,miami-fl,200,33,66,0.5,30,51,0.588,3,15,0.2,17,23,0.739,11,23,34,16,9,1,14,16,86,23,59,0.39,15,33,0.455,8,26,0.308,11,12,0.917,7,18,25,10,8,1,19,18,65,1125201734,0
1784,drexel,200,19,58,0.328,16,37,0.432,3,21,0.143,12,25,0.48,17,23,40,5,6,3,17,15,53,25,57,0.439,20,37,0.541,5,20,0.25,10,14,0.714,7,29,36,13,9,5,16,26,65,1125201735,1
1785,njit,200,25,57,0.439,20,37,0.541,5,20,0.25,10,14,0.714,7,29,36,13,9,5,16,26,65,19,58,0.328,16,37,0.432,3,21,0.143,12,25,0.48,17,23,40,5,6,3,17,15,53,1125201735,0
1786,james-madison,200,26,52,0.5,17,35,0.486,9,17,0.529,7,11,0.636,6,20,26,9,9,3,10,16,68,24,58,0.414,13,28,0.464,11,30,0.367,10,16,0.625,11,20,31,15,7,6,11,13,69,1125201736,1
1787,radford,200,24,58,0.414,13,28,0.464,11,30,0.367,10,16,0.625,11,20,31,15,7,6,11,13,69,26,52,0.5,17,35,0.486,9,17,0.529,7,11,0.636,6,20,26,9,9,3,10,16,68,1125201736,0
1788,sam-houston-state,200,27,52,0.519,18,32,0.563,9,20,0.45,10,15,0.667,7,26,33,21,10,3,11,13,73,21,54,0.389,12,26,0.462,9,28,0.321,8,10,0.8,6,18,24,13,1,3,12,13,59,1125201737,0
1789,santa-clara,200,21,54,0.389,12,26,0.462,9,28,0.321,8,10,0.8,6,18,24,13,1,3,12,13,59,27,52,0.519,18,32,0.563,9,20,0.45,10,15,0.667,7,26,33,21,10,3,11,13,73,1125201737,1
1790,denver,200,20,49,0.408,15,34,0.441,5,15,0.333,15,22,0.682,13,40,53,6,1,2,18,19,60,12,56,0.214,6,24,0.25,6,32,0.188,20,23,0.87,5,16,21,5,5,1,4,20,50,1125201738,0
1791,st-francis-ny,200,12,56,0.214,6,24,0.25,6,32,0.188,20,23,0.87,5,16,21,5,5,1,4,20,50,20,49,0.408,15,34,0.441,5,15,0.333,15,22,0.682,13,40,53,6,1,2,18,19,60,1125201738,1
1792,alabama-am,200,25,48,0.521,17,29,0.586,8,19,0.421,14,18,0.778,8,20,28,11,5,1,18,12,72,31,60,0.517,17,37,0.459,14,23,0.609,6,9,0.667,9,16,25,20,9,0,13,17,82,1125201739,1
1793,western-carolina,200,31,60,0.517,17,37,0.459,14,23,0.609,6,9,0.667,9,16,25,20,9,0,13,17,82,25,48,0.521,17,29,0.586,8,19,0.421,14,18,0.778,8,20,28,11,5,1,18,12,72,1125201739,0
1794,asbury,200,21,69,0.304,9,31,0.29,12,38,0.316,17,19,0.895,9,24,33,13,3,4,10,20,71,34,76,0.447,27,51,0.529,7,25,0.28,24,27,0.889,13,38,51,20,4,5,7,15,99,1125201740,1
1795,eastern-kentucky,200,34,76,0.447,27,51,0.529,7,25,0.28,24,27,0.889,13,38,51,20,4,5,7,15,99,21,69,0.304,9,31,0.29,12,38,0.316,17,19,0.895,9,24,33,13,3,4,10,20,71,1125201740,0
1796,loyola-il,200,27,53,0.509,15,31,0.484,12,22,0.545,9,12,0.75,7,30,37,17,4,0,15,15,75,21,58,0.362,13,36,0.361,8,22,0.364,10,16,0.625,9,19,28,11,6,2,8,19,60,1125201741,0
1797,kent-state,200,21,58,0.362,13,36,0.361,8,22,0.364,10,16,0.625,9,19,28,11,6,2,8,19,60,27,53,0.509,15,31,0.484,12,22,0.545,9,12,0.75,7,30,37,17,4,0,15,15,75,1125201741,1
1798,alabama,177,27,58,0.466,20,40,0.5,7,18,0.389,23,32,0.719,10,21,31,9,4,6,13,19,84,30,66,0.455,22,47,0.468,8,19,0.421,21,27,0.778,15,23,38,16,7,6,12,24,89,1125201742,1
1799,minnesota,200,30,66,0.455,22,47,0.468,8,19,0.421,21,27,0.778,15,23,38,16,7,6,12,24,89,27,58,0.466,20,40,0.5,7,18,0.389,23,32,0.719,10,21,31,9,4,6,13,19,84,1125201742,0
1800,abilene-christian,200,27,58,0.466,19,35,0.543,8,23,0.348,16,17,0.941,10,17,27,13,8,1,11,14,78,29,54,0.537,16,25,0.64,13,29,0.448,17,18,0.944,6,21,27,17,7,2,12,12,88,1125201743,1
1801,south-carolina-upstate,200,29,54,0.537,16,25,0.64,13,29,0.448,17,18,0.944,6,21,27,17,7,2,12,12,88,27,58,0.466,19,35,0.543,8,23,0.348,16,17,0.941,10,17,27,13,8,1,11,14,78,1125201743,0
1802,jacksonville,200,15,47,0.319,11,31,0.355,4,16,0.25,10,14,0.714,3,25,28,9,3,0,11,18,44,27,60,0.45,19,42,0.452,8,18,0.444,6,14,0.429,11,28,39,13,1,2,7,12,68,1125201744,1
1803,wright-state,200,27,60,0.45,19,42,0.452,8,18,0.444,6,14,0.429,11,28,39,13,1,2,7,12,68,15,47,0.319,11,31,0.355,4,16,0.25,10,14,0.714,3,25,28,9,3,0,11,18,44,1125201744,0
1804,southern-mississippi,200,24,57,0.421,15,34,0.441,9,23,0.391,14,21,0.667,4,22,26,20,6,3,12,20,71,20,53,0.377,13,32,0.406,7,21,0.333,17,25,0.68,13,24,37,10,6,3,18,21,64,1125201745,0
1805,youngstown-state,200,20,53,0.377,13,32,0.406,7,21,0.333,17,25,0.68,13,24,37,10,6,3,18,21,64,24,57,0.421,15,34,0.441,9,23,0.391,14,21,0.667,4,22,26,20,6,3,12,20,71,1125201745,1
1806,college-of-charleston,200,19,52,0.365,13,28,0.464,6,24,0.25,11,16,0.688,8,20,28,16,4,2,6,8,55,19,49,0.388,14,33,0.424,5,16,0.313,3,6,0.5,9,26,35,17,3,4,9,18,46,1125201746,0
1807,alaska-anchorage,200,19,49,0.388,14,33,0.424,5,16,0.313,3,6,0.5,9,26,35,17,3,4,9,18,46,19,52,0.365,13,28,0.464,6,24,0.25,11,16,0.688,8,20,28,16,4,2,6,8,55,1125201746,1
1808,concordia-al,200,21,66,0.318,17,46,0.37,4,20,0.2,10,19,0.526,10,19,29,10,12,3,23,22,56,35,68,0.515,22,39,0.564,13,29,0.448,20,28,0.714,15,30,45,29,9,2,19,21,103,1125201747,1
1809,alcorn-state,200,35,68,0.515,22,39,0.564,13,29,0.448,20,28,0.714,15,30,45,29,9,2,19,21,103,21,66,0.318,17,46,0.37,4,20,0.2,10,19,0.526,10,19,29,10,12,3,23,22,56,1125201747,0
1810,northern-kentucky,200,27,61,0.443,16,31,0.516,11,30,0.367,9,14,0.643,8,19,27,18,7,0,10,24,74,27,56,0.482,22,37,0.595,5,19,0.263,17,28,0.607,10,23,33,17,5,5,14,14,76,1125201748,1
1811,memphis,200,27,56,0.482,22,37,0.595,5,19,0.263,17,28,0.607,10,23,33,17,5,5,14,14,76,27,61,0.443,16,31,0.516,11,30,0.367,9,14,0.643,8,19,27,18,7,0,10,24,74,1125201748,0
1812,georgetown,200,25,47,0.532,15,29,0.517,10,18,0.556,22,26,0.846,9,26,35,15,5,2,18,15,82,29,63,0.46,22,36,0.611,7,27,0.259,11,15,0.733,10,16,26,12,9,3,8,18,76,1125201749,0
1813,richmond,200,29,63,0.46,22,36,0.611,7,27,0.259,11,15,0.733,10,16,26,12,9,3,8,18,76,25,47,0.532,15,29,0.517,10,18,0.556,22,26,0.846,9,26,35,15,5,2,18,15,82,1125201749,1
1814,davidson,200,26,65,0.4,17,32,0.531,9,33,0.273,1,4,0.25,7,24,31,17,2,2,11,21,62,27,55,0.491,20,36,0.556,7,19,0.368,17,28,0.607,4,31,35,11,5,4,5,10,78,1125201750,1
1815,appalachian-state,200,27,55,0.491,20,36,0.556,7,19,0.368,17,28,0.607,4,31,35,11,5,4,5,10,78,26,65,0.4,17,32,0.531,9,33,0.273,1,4,0.25,7,24,31,17,2,2,11,21,62,1125201750,0
1816,tennessee-wesleyan,200,21,63,0.333,18,43,0.419,3,20,0.15,15,20,0.75,11,18,29,8,6,2,11,19,60,35,66,0.53,24,38,0.632,11,28,0.393,14,16,0.875,14,31,45,23,3,0,16,17,95,1125201751,1
1817,chattanooga,200,35,66,0.53,24,38,0.632,11,28,0.393,14,16,0.875,14,31,45,23,3,0,16,17,95,21,63,0.333,18,43,0.419,3,20,0.15,15,20,0.75,11,18,29,8,6,2,11,19,60,1125201751,0
1818,akron,200,22,50,0.44,16,30,0.533,6,20,0.3,10,18,0.556,3,18,21,16,5,1,10,17,60,27,52,0.519,18,31,0.581,9,21,0.429,10,17,0.588,10,26,36,21,5,2,14,17,73,1125201752,1
1819,dayton,200,27,52,0.519,18,31,0.581,9,21,0.429,10,17,0.588,10,26,36,21,5,2,14,17,73,22,50,0.44,16,30,0.533,6,20,0.3,10,18,0.556,3,18,21,16,5,1,10,17,60,1125201752,0
1820,navy,200,20,58,0.345,18,40,0.45,2,18,0.111,12,16,0.75,9,12,21,3,8,0,10,15,54,27,51,0.529,20,33,0.606,7,18,0.389,9,10,0.9,8,30,38,9,4,4,18,17,70,1125201753,1
1821,florida-gulf-coast,200,27,51,0.529,20,33,0.606,7,18,0.389,9,10,0.9,8,30,38,9,4,4,18,17,70,20,58,0.345,18,40,0.45,2,18,0.111,12,16,0.75,9,12,21,3,8,0,10,15,54,1125201753,0
1822,tennessee-state,225,24,61,0.393,14,36,0.389,10,25,0.4,19,28,0.679,6,25,31,13,9,1,9,24,77,26,52,0.5,16,33,0.485,10,19,0.526,12,20,0.6,4,33,37,16,3,0,24,24,74,1125201754,0
1823,kennesaw-state,225,26,52,0.5,16,33,0.485,10,19,0.526,12,20,0.6,4,33,37,16,3,0,24,24,74,24,61,0.393,14,36,0.389,10,25,0.4,19,28,0.679,6,25,31,13,9,1,9,24,77,1125201754,1
1824,pennsylvania,300,30,77,0.39,19,42,0.452,11,35,0.314,30,50,0.6,17,32,49,12,7,2,19,40,101,32,74,0.432,24,52,0.462,8,22,0.364,24,51,0.471,14,35,49,15,6,4,19,39,96,1125201755,0
1825,monmouth,300,32,74,0.432,24,52,0.462,8,22,0.364,24,51,0.471,14,35,49,15,6,4,19,39,96,30,77,0.39,19,42,0.452,11,35,0.314,30,50,0.6,17,32,49,12,7,2,19,40,101,1125201755,1
1826,valparaiso,200,23,55,0.418,18,43,0.419,5,12,0.417,28,37,0.757,9,34,43,3,4,4,15,24,79,22,65,0.338,17,44,0.386,5,21,0.238,21,32,0.656,11,24,35,14,4,3,16,26,70,1125201756,0
1827,north-carolina-wilmington,200,22,65,0.338,17,44,0.386,5,21,0.238,21,32,0.656,11,24,35,14,4,3,16,26,70,23,55,0.418,18,43,0.419,5,12,0.417,28,37,0.757,9,34,43,3,4,4,15,24,79,1125201756,1
1828,st-thomas-tx,200,23,61,0.377,13,29,0.448,10,32,0.313,3,4,0.75,7,23,30,13,9,1,20,29,59,18,50,0.36,13,29,0.448,5,21,0.238,29,38,0.763,13,30,43,10,7,3,21,14,70,1125201757,1
1829,rice,200,18,50,0.36,13,29,0.448,5,21,0.238,29,38,0.763,13,30,43,10,7,3,21,14,70,23,61,0.377,13,29,0.448,10,32,0.313,3,4,0.75,7,23,30,13,9,1,20,29,59,1125201757,0
1830,northern-colorado,200,21,59,0.356,16,40,0.4,5,19,0.263,16,19,0.842,10,30,40,3,4,7,18,20,63,20,64,0.313,16,47,0.34,4,17,0.235,18,25,0.72,11,26,37,10,3,4,14,18,62,1125201758,0
1831,south-dakota,200,20,64,0.313,16,47,0.34,4,17,0.235,18,25,0.72,11,26,37,10,3,4,14,18,62,21,59,0.356,16,40,0.4,5,19,0.263,16,19,0.842,10,30,40,3,4,7,18,20,63,1125201758,1
1832,texas-christian,200,30,59,0.508,23,42,0.548,7,17,0.412,22,28,0.786,16,19,35,17,5,3,18,27,89,20,42,0.476,13,22,0.591,7,20,0.35,32,44,0.727,5,13,18,10,8,1,11,23,79,1125201759,0
1833,st-bonaventure,200,20,42,0.476,13,22,0.591,7,20,0.35,32,44,0.727,5,13,18,10,8,1,11,23,79,30,59,0.508,23,42,0.548,7,17,0.412,22,28,0.786,16,19,35,17,5,3,18,27,89,1125201759,1
1834,niagara,200,27,64,0.422,14,31,0.452,13,33,0.394,23,27,0.852,5,17,22,15,8,0,8,19,90,35,59,0.593,27,37,0.73,8,22,0.364,17,22,0.773,9,30,39,20,4,5,15,17,95,1125201760,1
1835,texas-arlington,200,35,59,0.593,27,37,0.73,8,22,0.364,17,22,0.773,9,30,39,20,4,5,15,17,95,27,64,0.422,14,31,0.452,13,33,0.394,23,27,0.852,5,17,22,15,8,0,8,19,90,1125201760,0
1836,old-dominion,200,33,54,0.611,26,34,0.765,7,20,0.35,4,14,0.286,9,16,25,22,7,2,13,13,77,28,48,0.583,13,23,0.565,15,25,0.6,8,10,0.8,3,17,20,18,8,2,14,13,79,1125201761,1
1837,william-mary,200,28,48,0.583,13,23,0.565,15,25,0.6,8,10,0.8,3,17,20,18,8,2,14,13,79,33,54,0.611,26,34,0.765,7,20,0.35,4,14,0.286,9,16,25,22,7,2,13,13,77,1125201761,0
1838,incarnate-word,200,20,62,0.323,14,40,0.35,6,22,0.273,12,20,0.6,15,16,31,13,7,7,21,20,58,36,68,0.529,26,50,0.52,10,18,0.556,15,24,0.625,12,28,40,19,11,5,15,19,97,1125201762,1
1839,houston,200,36,68,0.529,26,50,0.52,10,18,0.556,15,24,0.625,12,28,40,19,11,5,15,19,97,20,62,0.323,14,40,0.35,6,22,0.273,12,20,0.6,15,16,31,13,7,7,21,20,58,1125201762,0
1840,western-illinois,200,19,58,0.328,14,33,0.424,5,25,0.2,2,2,1,3,28,31,12,3,3,13,12,45,28,65,0.431,18,35,0.514,10,30,0.333,4,9,0.444,10,32,42,17,8,0,12,9,70,1125201763,1
1841,iowa-state,200,28,65,0.431,18,35,0.514,10,30,0.333,4,9,0.444,10,32,42,17,8,0,12,9,70,19,58,0.328,14,33,0.424,5,25,0.2,2,2,1,3,28,31,12,3,3,13,12,45,1125201763,0
1842,southern-illinois,200,29,65,0.446,22,44,0.5,7,21,0.333,8,10,0.8,5,19,24,11,9,2,6,21,73,27,55,0.491,18,31,0.581,9,24,0.375,18,24,0.75,9,24,33,14,3,5,12,16,81,1125201764,1
1843,murray-state,200,27,55,0.491,18,31,0.581,9,24,0.375,18,24,0.75,9,24,33,14,3,5,12,16,81,29,65,0.446,22,44,0.5,7,21,0.333,8,10,0.8,5,19,24,11,9,2,6,21,73,1125201764,0
1844,stetson,200,23,63,0.365,16,44,0.364,7,19,0.368,5,11,0.455,8,21,29,9,3,2,11,20,58,35,61,0.574,24,41,0.585,11,20,0.55,13,19,0.684,7,35,42,20,4,3,10,11,94,1125201765,1
1845,north-dakota-state,200,35,61,0.574,24,41,0.585,11,20,0.55,13,19,0.684,7,35,42,20,4,3,10,11,94,23,63,0.365,16,44,0.364,7,19,0.368,5,11,0.455,8,21,29,9,3,2,11,20,58,1125201765,0
1846,boston-college,200,25,58,0.431,20,35,0.571,5,23,0.217,11,19,0.579,16,16,32,9,6,2,10,19,66,32,54,0.593,22,36,0.611,10,18,0.556,12,18,0.667,10,21,31,13,3,0,11,17,86,1125201766,1
1847,providence,200,32,54,0.593,22,36,0.611,10,18,0.556,12,18,0.667,10,21,31,13,3,0,11,17,86,25,58,0.431,20,35,0.571,5,23,0.217,11,19,0.579,16,16,32,9,6,2,10,19,66,1125201766,0
1848,grambling,200,22,54,0.407,15,39,0.385,7,15,0.467,31,42,0.738,6,22,28,13,14,3,15,20,82,27,62,0.435,20,38,0.526,7,24,0.292,15,20,0.75,12,24,36,15,8,6,20,28,76,1125201767,0
1849,texas-pan-american,200,27,62,0.435,20,38,0.526,7,24,0.292,15,20,0.75,12,24,36,15,8,6,20,28,76,22,54,0.407,15,39,0.385,7,15,0.467,31,42,0.738,6,22,28,13,14,3,15,20,82,1125201767,1
1850,loyola-marymount,200,18,57,0.316,13,33,0.394,5,24,0.208,7,10,0.7,1,21,22,5,8,1,11,19,48,21,54,0.389,12,28,0.429,9,26,0.346,17,21,0.81,9,34,43,10,3,3,17,15,68,1125201768,1
1851,boise-state,200,21,54,0.389,12,28,0.429,9,26,0.346,17,21,0.81,9,34,43,10,3,3,17,15,68,18,57,0.316,13,33,0.394,5,24,0.208,7,10,0.7,1,21,22,5,8,1,11,19,48,1125201768,0
1852,san-diego,200,29,59,0.492,24,42,0.571,5,17,0.294,9,14,0.643,9,23,32,14,6,5,12,23,72,21,57,0.368,17,34,0.5,4,23,0.174,16,24,0.667,8,24,32,14,4,3,15,18,62,1125201769,0
1853,grand-canyon,200,21,57,0.368,17,34,0.5,4,23,0.174,16,24,0.667,8,24,32,14,4,3,15,18,62,29,59,0.492,24,42,0.571,5,17,0.294,9,14,0.643,9,23,32,14,6,5,12,23,72,1125201769,1
1854,cal-poly,200,22,60,0.367,14,33,0.424,8,27,0.296,14,22,0.636,9,24,33,9,4,3,9,18,66,24,55,0.436,16,36,0.444,8,19,0.421,19,24,0.792,7,23,30,17,7,3,11,17,75,1125201770,1
1855,idaho,200,24,55,0.436,16,36,0.444,8,19,0.421,19,24,0.792,7,23,30,17,7,3,11,17,75,22,60,0.367,14,33,0.424,8,27,0.296,14,22,0.636,9,24,33,9,4,3,9,18,66,1125201770,0
1856,charleston-southern,225,25,65,0.385,21,46,0.457,4,19,0.211,10,18,0.556,17,29,46,8,4,0,13,18,64,20,60,0.333,12,27,0.444,8,33,0.242,14,17,0.824,12,23,35,11,5,6,14,19,62,1125201771,0
1857,illinois-state,225,20,60,0.333,12,27,0.444,8,33,0.242,14,17,0.824,12,23,35,11,5,6,14,19,62,25,65,0.385,21,46,0.457,4,19,0.211,10,18,0.556,17,29,46,8,4,0,13,18,64,1125201771,1
1858,texas-el-paso,200,21,57,0.368,14,33,0.424,7,24,0.292,14,18,0.778,0,29,29,8,4,0,11,22,63,25,57,0.439,15,31,0.484,10,26,0.385,12,23,0.522,10,34,44,14,3,4,16,23,72,1125201772,1
1859,new-mexico-state,200,25,57,0.439,15,31,0.484,10,26,0.385,12,23,0.522,10,34,44,14,3,4,16,23,72,21,57,0.368,14,33,0.424,7,24,0.292,14,18,0.778,0,29,29,8,4,0,11,22,63,1125201772,0
1860,texas-state,200,29,47,0.617,19,31,0.613,10,16,0.625,17,20,0.85,8,16,24,19,3,3,16,20,85,30,49,0.612,26,38,0.684,4,11,0.364,14,19,0.737,5,10,15,20,9,5,11,21,78,1125201773,0
1861,pacific,200,30,49,0.612,26,38,0.684,4,11,0.364,14,19,0.737,5,10,15,20,9,5,11,21,78,29,47,0.617,19,31,0.613,10,16,0.625,17,20,0.85,8,16,24,19,3,3,16,20,85,1125201773,1
1862,black-hills-state,200,16,55,0.291,11,30,0.367,5,25,0.2,15,20,0.75,5,19,24,6,5,0,14,15,52,39,60,0.65,20,31,0.645,19,29,0.655,8,9,0.889,3,35,38,24,7,3,12,23,105,1125201774,1
1863,weber-state,200,39,60,0.65,20,31,0.645,19,29,0.655,8,9,0.889,3,35,38,24,7,3,12,23,105,16,55,0.291,11,30,0.367,5,25,0.2,15,20,0.75,5,19,24,6,5,0,14,15,52,1125201774,0
1864,southern-utah,200,35,78,0.449,29,59,0.492,6,19,0.316,6,9,0.667,12,23,35,13,9,4,11,27,82,37,68,0.544,30,51,0.588,7,17,0.412,20,30,0.667,13,26,39,25,9,8,12,14,101,1125201775,1
1865,nevada-las-vegas,200,37,68,0.544,30,51,0.588,7,17,0.412,20,30,0.667,13,26,39,25,9,8,12,14,101,35,78,0.449,29,59,0.492,6,19,0.316,6,9,0.667,12,23,35,13,9,4,11,27,82,1125201775,0
1866,central-michigan,200,24,46,0.522,14,23,0.609,10,23,0.435,17,26,0.654,7,16,23,18,6,3,16,15,75,27,54,0.5,17,27,0.63,10,27,0.37,8,9,0.889,5,16,21,24,6,3,15,20,72,1125201776,0
1867,cal-state-bakersfield,200,27,54,0.5,17,27,0.63,10,27,0.37,8,9,0.889,5,16,21,24,6,3,15,20,72,24,46,0.522,14,23,0.609,10,23,0.435,17,26,0.654,7,16,23,18,6,3,16,15,75,1125201776,1
1868,arkansas-pine-bluff,200,21,57,0.368,19,45,0.422,2,12,0.167,14,19,0.737,9,9,18,8,6,2,8,8,58,29,51,0.569,17,28,0.607,12,23,0.522,11,13,0.846,12,27,39,21,5,7,19,16,81,1125201777,1
1869,canisius,200,29,51,0.569,17,28,0.607,12,23,0.522,11,13,0.846,12,27,39,21,5,7,19,16,81,21,57,0.368,19,45,0.422,2,12,0.167,14,19,0.737,9,9,18,8,6,2,8,8,58,1125201777,0
1870,northern-colorado,200,29,54,0.537,17,27,0.63,12,27,0.444,7,7,1,3,28,31,14,3,5,15,11,77,26,63,0.413,20,45,0.444,6,18,0.333,5,9,0.556,7,13,20,17,8,1,8,14,63,112620171,0
1871,southern-mississippi,200,26,63,0.413,20,45,0.444,6,18,0.333,5,9,0.556,7,13,20,17,8,1,8,14,63,29,54,0.537,17,27,0.63,12,27,0.444,7,7,1,3,28,31,14,3,5,15,11,77,112620171,1
1872,st-johns-ny,200,16,59,0.271,9,32,0.281,7,27,0.259,7,8,0.875,14,27,41,8,9,15,21,25,46,14,53,0.264,13,40,0.325,1,13,0.077,14,23,0.609,12,26,38,7,9,8,20,15,43,112620172,0
1873,central-florida,200,14,53,0.264,13,40,0.325,1,13,0.077,14,23,0.609,12,26,38,7,9,8,20,15,43,16,59,0.271,9,32,0.281,7,27,0.259,7,8,0.875,14,27,41,8,9,15,21,25,46,112620172,1
1874,tulane,200,18,58,0.31,15,37,0.405,3,21,0.143,20,24,0.833,13,24,37,7,5,7,17,23,59,24,62,0.387,16,41,0.39,8,21,0.381,14,21,0.667,9,25,34,13,5,2,9,20,70,112620173,1
1875,georgia-state,200,24,62,0.387,16,41,0.39,8,21,0.381,14,21,0.667,9,25,34,13,5,2,9,20,70,18,58,0.31,15,37,0.405,3,21,0.143,20,24,0.833,13,24,37,7,5,7,17,23,59,112620173,0
1876,denver,200,18,47,0.383,9,27,0.333,9,20,0.45,26,34,0.765,5,18,23,7,4,1,19,23,71,24,52,0.462,17,34,0.5,7,18,0.389,24,29,0.828,9,13,22,14,7,2,11,28,79,112620174,1
1877,navy,200,24,52,0.462,17,34,0.5,7,18,0.389,24,29,0.828,9,13,22,14,7,2,11,28,79,18,47,0.383,9,27,0.333,9,20,0.45,26,34,0.765,5,18,23,7,4,1,19,23,71,112620174,0
1878,abilene-christian,200,34,64,0.531,28,48,0.583,6,16,0.375,14,18,0.778,10,26,36,18,2,6,8,18,88,30,72,0.417,22,48,0.458,8,24,0.333,15,22,0.682,17,20,37,9,4,3,8,18,83,112620175,0
1879,bowling-green-state,200,30,72,0.417,22,48,0.458,8,24,0.333,15,22,0.682,17,20,37,9,4,3,8,18,83,34,64,0.531,28,48,0.583,6,16,0.375,14,18,0.778,10,26,36,18,2,6,8,18,88,112620175,1
1880,texas,225,26,67,0.388,18,45,0.4,8,22,0.364,11,15,0.733,13,23,36,13,10,6,20,19,71,26,57,0.456,15,30,0.5,11,27,0.407,13,21,0.619,6,28,34,17,9,2,22,15,76,112620176,1
1881,gonzaga,225,26,57,0.456,15,30,0.5,11,27,0.407,13,21,0.619,6,28,34,17,9,2,22,15,76,26,67,0.388,18,45,0.4,8,22,0.364,11,15,0.733,13,23,36,13,10,6,20,19,71,112620176,0
1882,gardner-webb,275,37,81,0.457,25,46,0.543,12,35,0.343,13,18,0.722,8,37,45,15,7,1,20,26,99,34,78,0.436,27,57,0.474,7,21,0.333,31,41,0.756,11,34,45,17,13,5,13,14,106,112620177,1
1883,jacksonville,275,34,78,0.436,27,57,0.474,7,21,0.333,31,41,0.756,11,34,45,17,13,5,13,14,106,37,81,0.457,25,46,0.543,12,35,0.343,13,18,0.722,8,37,45,15,7,1,20,26,99,112620177,0
1884,oklahoma,200,25,58,0.431,19,35,0.543,6,23,0.261,34,44,0.773,11,24,35,13,9,5,16,17,90,31,74,0.419,23,48,0.479,8,26,0.308,10,14,0.714,12,22,34,13,4,7,17,26,80,112620178,0
1885,oregon,200,31,74,0.419,23,48,0.479,8,26,0.308,10,14,0.714,12,22,34,13,4,7,17,26,80,25,58,0.431,19,35,0.543,6,23,0.261,34,44,0.773,11,24,35,13,9,5,16,17,90,112620178,1
1886,hartwick,200,25,59,0.424,15,34,0.441,10,25,0.4,5,8,0.625,4,26,30,9,5,2,20,14,65,39,74,0.527,30,41,0.732,9,33,0.273,10,19,0.526,9,29,38,23,9,8,9,8,97,112620179,1
1887,binghamton,200,39,74,0.527,30,41,0.732,9,33,0.273,10,19,0.526,9,29,38,23,9,8,9,8,97,25,59,0.424,15,34,0.441,10,25,0.4,5,8,0.625,4,26,30,9,5,2,20,14,65,112620179,0
1888,princeton,200,31,47,0.66,22,31,0.71,9,16,0.563,12,15,0.8,2,17,19,21,6,1,15,16,83,28,56,0.5,22,36,0.611,6,20,0.3,14,15,0.933,8,16,24,8,10,1,15,18,76,1126201710,0
1889,fairleigh-dickinson,200,28,56,0.5,22,36,0.611,6,20,0.3,14,15,0.933,8,16,24,8,10,1,15,18,76,31,47,0.66,22,31,0.71,9,16,0.563,12,15,0.8,2,17,19,21,6,1,15,16,83,1126201710,1
1890,manhattan,200,23,49,0.469,17,33,0.515,6,16,0.375,5,12,0.417,11,18,29,16,5,6,25,10,57,30,59,0.508,23,43,0.535,7,16,0.438,3,6,0.5,8,14,22,23,17,2,11,13,70,1126201711,1
1891,fordham,200,30,59,0.508,23,43,0.535,7,16,0.438,3,6,0.5,8,14,22,23,17,2,11,13,70,23,49,0.469,17,33,0.515,6,16,0.375,5,12,0.417,11,18,29,16,5,6,25,10,57,1126201711,0
1892,wagner,200,24,50,0.48,14,31,0.452,10,19,0.526,14,17,0.824,7,20,27,13,7,3,14,24,72,14,51,0.275,11,31,0.355,3,20,0.15,19,23,0.826,10,17,27,8,2,7,16,16,50,1126201712,0
